Nome,Vitorias,Derrotas,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Taylor Moore,10,5,0,0.2,75.0,2.07,42%,0.0,0%,25%,0.0
Ricardo Morais,10,4,1,2.86,37.0,2.39,53%,0.0,0%,0%,0.0
Justin Lawrence,10,4,0,3.84,35.0,2.83,67%,0.72,28%,73%,0.0
Brad Gumm,10,6,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Sandra Lavado,10,3,0,0.87,37.0,2.67,34%,0.0,0%,33%,0.0
Malcolm Wellmaker,10,1,0,5.8,56.0,5.39,52%,0.0,0%,57%,0.0
Bolaji Oki,10,3,0,6.59,44.0,5.15,61%,1.01,60%,66%,0.0
Sheldon Westcott,10,3,1,2.26,40.0,3.73,37%,3.23,37%,14%,0.0
Kevin Borjas,10,5,0,3.96,44.0,5.64,49%,0.0,0%,70%,0.0
Bobby Sanchez,10,35,0,0.0,0.0,0.0,100%,0.0,0%,100%,0.0
Justin Smitley,10,7,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Roman Bogatov,10,1,0,3.33,42.0,4.4,44%,1.0,9%,50%,0.0
Mike Bourke,10,16,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Brian Bowles,10,3,0,2.36,26.0,2.98,64%,1.39,70%,54%,1.4
Chad Cook,10,12,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Felipe Colares,10,4,0,2.17,45.0,4.65,36%,1.88,24%,43%,0.5
Chandler Cole,10,4,0,2.45,60.0,3.59,26%,0.0,0%,0%,0.0
Nick Urso,10,3,0,3.61,45.0,5.06,36%,0.0,0%,0%,0.0
Darren Uyenoyama,10,6,0,1.34,39.0,2.21,66%,1.42,33%,35%,0.7
Mana Martinez,10,4,0,4.33,48.0,4.94,50%,0.72,42%,25%,0.5
Evan Elder,10,2,0,5.66,50.0,4.94,57%,0.48,15%,40%,0.5
Billy Elekana,10,2,0,2.71,56.0,3.59,46%,0.85,22%,0%,0.8
Luis Gurule,10,3,0,4.47,40.0,4.74,59%,0.58,14%,58%,0.0
Lina Lansberg,10,8,0,2.69,55.0,3.87,44%,0.52,27%,47%,0.1
Veronica Hardy,10,5,1,3.06,45.0,3.24,50%,0.82,41%,51%,0.3
Andrey Pulyaev,10,4,0,3.84,56.0,3.14,55%,0.29,16%,64%,0.0
Angad Bisht,10,3,0,3.91,51.0,4.56,33%,2.41,37%,100%,0.0
Adam Wieczorek,10,2,0,1.68,38.0,1.87,48%,0.41,33%,58%,0.4
Tom Blackledge,10,7,0,2.91,61.0,2.55,46%,0.0,0%,75%,0.0
Leslie Smith,10,7,1,7.56,40.0,8.41,51%,0.0,0%,62%,0.0
Richie Vaculik,10,4,0,3.69,46.0,4.09,57%,3.0,45%,31%,1.0
Roque Conceicao,10,3,0,2.73,40.0,9.09,41%,0.0,0%,0%,0.0
Alex Ricci,10,5,0,2.48,41.0,2.53,64%,0.0,0%,64%,0.0
Brad Riddell,10,4,0,4.71,53.0,3.53,53%,1.77,36%,63%,0.0
Jason Riley,10,7,0,0.0,0.0,9.68,33%,0.0,0%,50%,0.0
Khadzhi Bestaev,10,4,0,6.15,29.0,10.0,43%,0.0,0%,0%,0.0
Jon Kunneman,10,0,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Tsuyoshi Kurihara,10,8,2,0.0,0.0,12.0,50%,0.0,0%,0%,0.0
Zach Skinner,10,11,0,0.53,50.0,2.4,32%,5.0,27%,100%,1.0
Len Bentley,10,6,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Junya Kudo,10,7,2,1.85,71.0,4.44,33%,0.0,0%,0%,0.0
Jose Santibanez,10,3,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Marilia Santos,10,3,0,4.4,54.0,4.07,53%,1.0,100%,66%,1.0
Luis Henrique,10,5,0,1.81,43.0,2.22,47%,3.09,36%,50%,1.0
Carlos Hernandez,10,5,0,3.83,45.0,3.5,50%,1.56,21%,65%,0.2
Larissa Pacheco,10,2,0,1.21,19.0,4.14,55%,0.0,0%,0%,0.0
George Pacurariu,10,5,0,4.69,53.0,2.68,63%,5.03,100%,100%,5.0
Paul Rodriguez,10,9,2,0.84,100.0,1.68,68%,0.0,0%,50%,0.0
Joe Duarte,10,4,0,2.27,38.0,4.0,53%,3.0,50%,69%,1.0
Oleksandr Doskalchuk,10,2,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Sedriques Dumas,10,4,0,2.0,44.0,2.41,55%,1.34,31%,33%,0.2
Kaloyan Kolev,10,1,0,1.12,45.0,4.49,42%,10.11,60%,0%,0.0
Marcus Hicks,10,4,0,1.42,43.0,3.06,61%,2.7,53%,25%,4.0
Fredson Paixao,10,5,0,1.71,54.0,2.31,62%,0.62,11%,10%,2.2
Ricky Palacios,10,1,0,7.73,53.0,3.27,59%,0.0,0%,100%,0.0
Karl Williams,10,2,0,2.68,48.0,2.15,55%,4.2,48%,100%,0.2
Ryan Benoit,10,8,0,2.88,39.0,3.65,58%,0.28,22%,72%,0.4
Raphael Uchegbu,10,2,0,2.46,48.0,2.85,50%,1.48,16%,0%,0.0
Allen Crowder,10,4,0,2.95,51.0,2.95,56%,1.85,33%,100%,1.2
Timmy Cuamba,10,3,0,2.77,44.0,3.58,57%,1.31,31%,72%,0.0
Marcus McGhee,10,2,0,5.5,45.0,3.64,57%,0.31,14%,90%,0.3
Charles McCarthy,10,5,0,0.18,12.0,4.03,56%,2.67,60%,0%,2.7
Eric McConico,10,4,1,2.61,43.0,3.23,46%,0.0,0%,64%,0.0
Treston Thomison,10,6,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Jeff Cox,10,7,0,0.56,25.0,1.69,33%,4.23,50%,80%,0.0
Luana Santos,10,2,0,2.99,52.0,2.93,63%,2.17,47%,85%,1.2
Daniel Sarafian,10,6,0,2.23,46.0,3.1,58%,0.36,7%,53%,0.7
Danny Silva,10,2,0,6.67,55.0,7.47,61%,2.0,33%,81%,0.2
Ricardo Prasel,10,2,0,2.21,57.0,7.83,37%,0.0,0%,0%,0.0
Philip Preece,10,14,0,0.8,72.0,0.7,63%,0.0,0%,0%,0.0
Chris Beal,10,5,0,3.45,35.0,3.18,61%,1.6,58%,78%,0.2
Sam Hoger,10,4,0,1.07,25.0,2.25,57%,1.12,38%,29%,1.3
Barb Honchak,10,4,0,4.04,30.0,4.67,66%,0.0,0%,0%,1.3
Mick Parkin,10,1,0,4.7,50.0,4.13,58%,1.38,46%,50%,0.2
Miguel Baeza,10,4,0,4.09,49.0,5.92,46%,0.36,22%,54%,2.0
HyunSung Park,10,2,0,3.38,41.0,3.14,55%,1.5,31%,47%,1.8
Bahatebole Batebolati,10,1,1,4.02,45.0,4.83,61%,1.34,66%,100%,0.0
Jay Silva,10,11,1,1.13,34.0,3.07,40%,0.0,0%,38%,1.0
MinWoo Kim,10,2,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
SangWon Kim,10,6,1,3.18,57.0,3.73,58%,0.69,25%,72%,0.0
Jeff Hougland,10,6,0,1.86,48.0,3.46,47%,0.86,18%,0%,1.1
Patrick Cummins,10,7,0,4.26,50.0,3.35,55%,4.49,41%,28%,0.1
Ozzy Diaz,10,3,0,6.44,50.0,7.23,59%,0.0,0%,50%,0.0
Kiefer Crosbie,10,6,0,4.46,64.0,5.8,46%,0.0,0%,40%,0.0
Billy Pasulatan,10,3,0,0.65,20.0,5.22,48%,0.0,0%,0%,4.9
Rich Attonito,10,5,0,2.28,47.0,2.13,59%,0.74,37%,75%,0.0
Mansher Khera,10,0,0,2.8,38.0,2.6,38%,2.0,14%,100%,0.0
Carlos Huachin,10,5,1,2.1,21.0,4.8,50%,0.0,0%,66%,0.0
Javy Ayala,10,5,0,0.83,25.0,5.0,33%,0.0,0%,0%,0.0
Garrett Armfield,10,5,0,5.35,53.0,3.64,56%,1.1,50%,64%,0.6
Christien Savoie,10,2,1,1.39,45.0,6.95,23%,0.0,0%,12%,0.0
Jeff Hughes,10,4,0,3.95,51.0,3.67,60%,0.71,50%,45%,0.0
Dylan Potter,10,6,0,3.1,48.0,5.78,46%,0.0,0%,33%,1.1
Carlton Minus,10,3,0,3.5,40.0,4.97,50%,0.0,0%,58%,0.0
Mike Rio,10,5,0,1.68,39.0,2.99,53%,2.58,27%,0%,1.0
Diego Rivas,10,2,0,1.37,40.0,2.14,52%,1.79,60%,64%,0.9
Irwin Rivera,10,6,0,3.36,44.0,5.07,57%,1.0,16%,70%,0.0
Rei Tsuruya,10,1,0,2.24,52.0,2.01,42%,5.06,37%,50%,1.9
Jon Tuck,10,5,0,3.0,40.0,3.74,60%,0.42,33%,50%,1.0
Blair Tugman,10,6,0,2.25,53.0,0.93,50%,7.5,60%,0%,0.0
Nyamjargal Tumendemberel,10,1,0,2.72,42.0,2.47,53%,3.37,50%,56%,2.1
Colin Robinson,10,12,0,6.19,69.0,7.91,37%,2.58,100%,50%,5.2
Lone'er Kavanagh,10,1,0,4.13,48.0,3.49,56%,1.12,45%,94%,0.2
Masuto Kawana,10,4,0,2.54,41.0,3.79,41%,11.67,55%,100%,0.0
Issa Isakov,10,3,0,1.93,36.0,5.78,40%,0.0,0%,0%,0.0
Antonina Shevchenko,10,4,0,3.86,55.0,2.93,52%,0.43,42%,53%,0.4
Tyson Pedro,10,5,0,2.9,59.0,2.39,56%,0.76,30%,50%,0.8
Erik Apple,10,3,0,0.0,0.0,0.54,81%,0.0,0%,0%,8.1
Jose Delgado,10,2,0,8.22,54.0,5.44,47%,1.81,42%,60%,0.0
Denis Tiuliulin,10,10,0,3.61,41.0,5.23,38%,0.96,42%,72%,0.0
Yadier del Valle,10,1,0,4.05,60.0,2.16,55%,1.23,42%,58%,2.0
Mateus Mendonca,10,3,0,1.66,40.0,4.14,30%,2.54,27%,55%,0.4
Salim Touahri,10,4,0,2.6,46.0,2.87,58%,0.0,0%,83%,0.0
Bojan Mihajlovic,10,6,0,1.23,35.0,5.95,47%,0.0,0%,33%,0.0
Leonardo Damiani,10,3,1,1.67,23.0,4.17,37%,0.0,0%,50%,0.0
Alex Andrade,10,5,0,0.2,36.0,2.6,53%,0.0,0%,25%,0.8
Shinsho Anzai,10,3,0,3.23,58.0,3.75,45%,1.83,16%,75%,0.0
Yoislandy Izquierdo,10,4,0,2.93,52.0,1.4,26%,0.0,0%,50%,0.0
Alex Karalexis,10,6,0,2.57,42.0,2.39,54%,2.7,45%,86%,0.9
Brendan Schaub,10,5,0,2.92,37.0,2.22,57%,2.32,46%,72%,0.4
Teruto Ishihara,10,7,2,3.26,44.0,3.63,53%,0.5,16%,30%,0.0
Jaqueline Amorim,10,2,0,2.43,50.0,2.16,54%,2.16,36%,0%,3.8
Samy Schiavo,10,6,0,1.68,34.0,2.62,38%,0.94,50%,66%,0.9
Adam Schindler,10,6,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Saidyokub Kakhramonov,10,3,0,2.05,51.0,0.88,58%,6.63,48%,83%,1.9
Kevin Jousset,10,4,0,6.61,51.0,6.49,50%,0.69,40%,100%,0.3
Frankie Perez,10,4,0,1.64,41.0,2.17,54%,1.75,41%,50%,0.3
Jordan Johnson,10,0,0,3.45,47.0,2.64,53%,3.25,42%,100%,1.2
Ryan Janes,10,3,0,7.69,48.0,5.53,59%,0.35,100%,58%,0.0
Ricky Johnson,10,6,0,1.83,25.0,6.3,36%,0.0,0%,0%,0.0
Carl Seumanutafa,10,8,0,0.0,0.0,3.33,75%,0.0,0%,0%,0.0
Artenus Young,10,12,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Jerome Rivera,10,6,0,3.21,33.0,2.6,51%,0.0,0%,40%,0.0
Germaine de Randamie,10,5,0,2.57,46.0,2.0,65%,0.0,0%,65%,0.4
Papy Abedi,10,4,0,2.8,55.0,3.15,48%,3.47,57%,50%,1.3
Chris Jones,10,5,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Daria Zhelezniakova,10,2,0,4.75,41.0,2.83,68%,0.44,100%,50%,0.0
Cat Zingano,10,4,0,2.57,61.0,1.63,47%,2.77,65%,42%,0.8
David Abbott,10,15,0,1.35,30.0,3.55,38%,1.07,33%,66%,0.0
Jorge de Oliveira,9,2,0,1.26,31.0,4.84,48%,0.0,0%,22%,0.0
Mansur Abdul-Malik,9,0,1,4.18,48.0,3.46,51%,0.94,50%,83%,0.5
Karl Roberson,9,6,0,2.57,51.0,2.42,57%,0.72,40%,40%,0.5
Daermisi Zhawupasi,9,2,0,1.86,40.0,2.36,55%,7.74,65%,53%,1.4
Nicdali Rivera-Calanoc,9,10,0,1.82,20.0,2.42,78%,0.0,0%,0%,0.0
Jonathan Micallef,9,1,0,3.96,41.0,4.22,56%,1.13,66%,75%,1.1
Justin Jones,9,2,0,1.7,36.0,3.17,45%,1.0,15%,46%,0.5
Thiago Perpetuo,9,4,1,5.39,69.0,3.51,51%,2.82,50%,66%,0.0
Rob Yundt,9,5,0,1.37,41.0,2.55,31%,2.94,100%,0%,0.0
Shanna Young,9,6,0,3.18,47.0,4.88,43%,0.0,0%,53%,0.6
Darion Abbey,9,5,0,8.44,50.0,14.06,28%,0.0,0%,0%,0.0
Brahyam Zurcher,9,1,0,1.86,15.0,5.57,59%,0.0,0%,0%,0.0
Tom DeBlass,9,2,0,1.5,35.0,4.43,37%,1.0,50%,28%,0.5
Mark Scanlon,9,2,0,2.2,35.0,3.33,48%,3.0,75%,25%,2.0
Yusuke Kasuya,9,3,0,2.17,44.0,4.34,48%,1.36,33%,0%,0.0
Impa Kasanganay,9,2,0,4.96,48.0,3.66,58%,1.75,58%,66%,0.2
John Yannis,9,4,0,0.0,0.0,0.55,71%,0.0,0%,0%,0.0
Adam Yandiev,9,1,0,0.18,8.0,6.14,36%,0.0,0%,25%,0.0
Luis Pena,9,3,0,3.66,46.0,3.12,51%,1.17,33%,48%,1.2
Daniel Pereira,9,2,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Chris Tickle,9,9,0,1.07,40.0,1.13,43%,1.0,25%,20%,2.0
Matt Dixon,9,1,0,1.97,43.0,4.56,37%,3.06,30%,0%,0.0
Rico DiSciullo,9,2,0,1.71,33.0,4.41,56%,0.0,0%,0%,0.0
Jhonata Diniz,9,2,0,3.89,56.0,3.62,56%,0.0,0%,70%,0.0
Tommy McMillen,9,0,0,7.53,51.0,5.67,55%,0.0,0%,83%,0.0
Damian Pinas,9,1,0,7.5,56.0,3.75,56%,0.0,0%,100%,0.0
Dong Sik Yoon,9,9,0,0.99,36.0,2.33,51%,1.6,29%,33%,1.3
JooSang Yoo,9,1,0,6.36,58.0,4.99,56%,0.0,0%,50%,0.0
Andrew Craig,9,4,0,2.39,40.0,3.01,50%,0.53,37%,72%,0.0
Rashad Coulter,9,4,0,4.82,56.0,6.68,50%,0.0,0%,62%,0.0
Isaac Thomson,9,3,0,1.4,44.0,2.2,42%,4.0,80%,33%,0.0
David Douglas,9,7,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Danni McCormack,9,2,0,6.93,51.0,4.53,60%,6.0,42%,50%,2.0
Seth Dikun,9,8,0,1.45,26.0,2.18,55%,0.0,0%,45%,0.9
Roland Delorme,9,5,0,2.28,44.0,4.32,40%,2.51,34%,42%,1.6
Tyler Diamond,9,1,0,3.4,47.0,2.53,44%,3.0,75%,70%,0.0
Carlos Eduardo Rocha,9,4,0,1.24,34.0,1.85,55%,0.0,0%,52%,1.4
Gabriel Miglioli,9,9,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Patricia Alujas,9,3,0,5.83,31.0,9.25,44%,0.0,0%,0%,0.0
Kamal Shalorus,9,5,2,3.06,32.0,2.99,70%,2.07,50%,80%,0.0
Sarah Alpar,9,6,0,2.36,44.0,6.06,38%,1.61,26%,20%,0.4
Hamid Amiri,9,0,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Dan Argueta,9,3,0,2.48,43.0,3.44,50%,4.36,35%,55%,1.4
Willie Peeters,9,10,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Trevor Peek,9,3,0,4.39,53.0,3.88,43%,1.45,50%,52%,0.0
Taiga Iwasaki,9,2,0,1.99,33.0,7.08,32%,0.0,0%,0%,0.0
Nora Cornolle,9,4,0,2.73,55.0,2.04,56%,0.22,11%,47%,0.2
Josh McDonald,9,5,0,0.8,57.0,3.4,33%,9.0,50%,0%,0.0
Puja Tomar,9,5,0,5.61,48.0,5.82,46%,0.0,0%,100%,0.0
Toby Misech,9,5,0,3.27,40.0,7.73,46%,0.0,0%,0%,0.0
Tomomi Iwama,9,6,2,1.0,20.0,3.0,70%,0.0,0%,0%,0.0
Liudvik Sholinian,9,4,1,2.5,30.0,5.67,55%,0.0,0%,66%,0.0
Wallid Ismail,9,3,0,0.92,31.0,0.83,44%,1.85,28%,0%,0.5
Jeremy Jackson,9,5,0,0.71,27.0,2.03,25%,1.52,40%,58%,0.0
Julia Avila,9,4,0,2.81,42.0,3.28,55%,0.63,37%,52%,0.2
Antonio Arroyo,9,5,0,2.82,66.0,2.02,50%,1.14,41%,41%,0.2
Devin Powell,9,4,0,2.88,41.0,3.67,51%,0.0,0%,0%,0.6
Felipe Portela,9,2,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Alexander Poppeck,9,3,0,4.01,57.0,9.81,33%,0.0,0%,0%,0.0
Sabina Mazo,9,4,0,6.1,43.0,4.35,57%,0.65,80%,59%,0.2
Jack May,9,3,0,1.52,38.0,3.29,33%,0.91,33%,20%,0.0
Tallison Teixeira,9,1,0,5.02,64.0,3.86,42%,2.48,30%,0%,0.0
Cam Teague,9,2,0,5.7,28.0,18.44,32%,0.0,0%,0%,0.0
Danielle Taylor,9,4,0,2.75,29.0,3.31,71%,0.2,20%,70%,0.2
Damir Mirenic,9,4,0,0.84,50.0,9.86,35%,0.0,0%,0%,0.0
Nate Mohr,9,7,0,3.79,41.0,2.5,74%,0.45,50%,71%,0.0
Fabiano Iha,9,5,0,1.73,47.0,2.49,42%,2.88,40%,50%,2.9
Uran Satybaldiev,9,1,0,2.14,25.0,3.66,44%,0.0,0%,50%,1.7
Will Kerr,9,3,0,1.91,42.0,6.22,33%,0.0,0%,0%,14.3
Ji Yeon Kim,9,7,2,5.37,36.0,5.41,56%,0.0,0%,50%,0.1
EoJin Park,9,2,1,3.78,40.0,3.92,47%,0.0,0%,0%,0.0
Justin Patterson,9,3,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Cyril Asker,9,4,0,3.35,39.0,5.82,35%,4.41,62%,100%,0.9
Chris Kelades,9,3,0,2.4,43.0,2.64,48%,1.04,18%,53%,0.3
Junior Barata,9,3,1,4.03,33.0,8.46,34%,0.0,0%,0%,0.0
Remco Pardoel,9,6,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Yuri Panferov,9,1,0,3.65,50.0,2.55,60%,2.64,57%,36%,0.0
Jonny Parsons,9,3,0,4.65,44.0,4.89,60%,0.0,0%,66%,0.0
SeongChan Hong,9,2,0,6.57,55.0,8.76,47%,0.0,0%,0%,0.0
Chris Honeycutt,9,1,0,2.99,44.0,1.41,66%,3.4,45%,75%,0.0
Fatima Kline,9,1,0,5.01,50.0,2.71,57%,2.02,58%,50%,0.0
Henry Martinez,9,4,0,2.79,25.0,4.01,60%,0.0,0%,80%,0.0
Otari Tanzilovi,9,1,0,4.53,72.0,3.33,55%,4.0,25%,0%,0.0
Vincent Eazelle,9,2,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
James Moontasri,9,5,0,2.39,48.0,3.86,40%,0.0,0%,79%,0.2
Andrew Montanez,9,12,1,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Rolando Dy,9,7,1,3.04,37.0,4.47,52%,0.3,20%,68%,0.0
Matt Dwyer,9,4,0,2.57,34.0,3.24,54%,0.44,10%,60%,0.0
Kolton Englund,9,4,0,2.31,25.0,11.54,40%,0.0,0%,0%,0.0
Konstantin Erokhin,9,3,0,1.07,36.0,1.83,47%,0.0,0%,70%,0.0
Tom Erikson,9,4,1,0.94,47.0,1.87,25%,4.68,60%,100%,6.2
Julian Marquez,9,6,0,5.06,45.0,5.35,50%,0.0,0%,54%,2.6
Justin Edwards,9,5,0,2.68,42.0,3.32,51%,2.14,26%,27%,1.0
Wagner da Conceicao Martins,9,8,0,1.91,37.0,5.43,42%,2.2,100%,100%,0.0
Todd Duffee,9,3,0,5.93,37.0,2.87,56%,0.72,25%,90%,0.0
Top Noi Kiwram,9,5,0,4.47,59.0,3.23,66%,2.72,85%,74%,0.0
Jamey-Lyn Horth,9,2,0,3.63,55.0,2.5,63%,1.17,42%,79%,0.2
Yuma Horiuchi,9,5,0,3.73,30.0,5.0,35%,2.0,16%,0%,2.0
Karolina Wojcik,9,2,0,2.67,65.0,0.87,62%,2.0,66%,100%,1.0
Chris Hofmann,9,2,0,4.78,45.0,4.63,35%,3.42,42%,0%,0.0
Matt Hobar,9,3,0,3.23,42.0,4.27,52%,3.66,44%,50%,0.0
Kwan Ho Kwak,9,2,0,3.29,41.0,3.45,47%,0.78,100%,26%,0.0
Erik Silva,9,4,0,2.06,67.0,1.52,40%,3.26,80%,60%,0.0
Danny Barlow,9,2,0,5.81,51.0,4.65,52%,0.0,0%,100%,0.0
Hunter Azure,9,2,0,3.92,53.0,2.08,58%,1.97,34%,67%,1.3
Jordan Williams,9,6,0,5.83,50.0,5.46,35%,1.11,50%,85%,0.0
Brady Hiestand,9,2,0,2.7,50.0,3.75,51%,4.8,46%,42%,1.1
Conor Heun,9,5,0,2.92,36.0,3.66,54%,2.45,31%,33%,0.3
Dom Mar Fan,9,2,0,3.71,56.0,2.49,44%,2.0,50%,66%,0.3
Chris Manuel,9,7,2,2.53,40.0,2.67,66%,1.0,20%,100%,0.0
Jon Manley,9,4,0,1.13,20.0,4.33,45%,1.0,7%,20%,0.0
Francis Marshall,9,3,0,3.39,33.0,4.03,53%,2.86,45%,66%,0.6
Ian Entwistle,9,3,0,0.11,7.0,7.36,31%,0.0,0%,0%,12.1
Steve Montgomery,9,5,0,4.85,39.0,4.12,47%,0.0,0%,64%,0.0
Jesse Moreng,9,1,0,1.26,40.0,2.08,48%,5.56,100%,100%,0.0
Vinicius Moreira,9,5,0,3.15,59.0,5.07,43%,1.97,18%,0%,1.3
Alvaro Herrera Mendoza,9,6,0,1.89,38.0,3.4,55%,0.0,0%,33%,1.1
Geane Herrera,9,3,0,1.51,31.0,5.07,52%,0.83,37%,38%,0.6
Namsrai Batbayar,9,1,0,3.5,39.0,3.58,45%,2.15,25%,0%,1.1
Arjan Bhullar,9,1,0,2.33,56.0,3.25,59%,1.73,75%,100%,0.0
Alptekin Ozkilic,9,5,0,3.81,32.0,5.72,59%,4.21,58%,75%,0.0
Lucas Fernando,9,2,0,1.87,51.0,4.73,38%,3.0,30%,0%,1.0
Cortavious Romious,9,4,0,1.91,38.0,3.46,39%,2.29,66%,64%,0.8
Guilherme Vasconcelos,9,4,0,3.27,29.0,4.4,70%,0.0,0%,0%,0.0
Paul Varelans,9,9,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Andrew Martinez,9,6,0,3.4,31.0,2.3,47%,1.5,50%,0%,0.0
Johnny Cisneros,9,6,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Mark Climaco,9,2,0,4.13,59.0,2.9,57%,3.5,36%,46%,0.0
Ethyn Ewing,9,2,0,5.67,52.0,5.13,47%,3.0,60%,100%,0.0
Yousri Belgaroui,9,3,0,5.82,66.0,2.52,61%,0.39,100%,68%,0.0
Nohelin Hernandez,9,4,0,1.32,34.0,2.63,52%,0.71,50%,37%,0.0
Damon Wilson,9,3,0,7.56,49.0,8.27,52%,0.0,0%,0%,0.0
Aspen Ladd,9,3,0,3.78,47.0,4.65,47%,1.56,47%,62%,0.6
Will Santiago,9,5,0,1.47,39.0,5.53,56%,1.0,50%,100%,0.0
Elijah Smith,9,1,0,4.45,47.0,3.4,47%,3.51,53%,57%,0.9
Mike Wilkinson,9,4,0,2.35,38.0,3.7,35%,0.92,14%,55%,0.9
Jonas Bilharinho,9,1,1,3.71,60.0,3.36,57%,0.0,0%,100%,0.0
Pat Pytlik,9,2,0,3.12,56.0,4.56,22%,0.0,0%,33%,0.0
Edwin Figueroa,9,5,0,2.57,39.0,3.06,51%,0.2,100%,37%,0.6
Jacob Malkoun,9,3,0,4.55,58.0,2.36,55%,5.81,40%,33%,0.9
Carol Foro,9,1,0,7.8,55.0,7.67,58%,0.0,0%,100%,0.0
Luke Flores,9,2,0,1.56,44.0,1.88,60%,0.0,0%,40%,1.2
Nathan Fletcher,9,3,0,3.41,59.0,2.16,57%,3.37,38%,50%,0.7
Cody Chovancek,9,0,0,2.85,50.0,2.46,51%,0.0,0%,83%,0.0
DongHun Choi,9,0,0,4.54,66.0,3.13,58%,0.46,14%,81%,0.0
Ananias Mulumba,9,3,0,6.1,44.0,5.96,52%,0.0,0%,100%,2.1
Artur Oumakhanov,9,6,0,1.2,33.0,1.67,82%,3.0,75%,33%,0.0
Brian Sleeman,9,9,1,4.0,48.0,1.85,70%,9.23,100%,100%,0.0
Chris Heatherly,9,4,0,1.08,45.0,2.67,52%,3.39,50%,100%,0.7
James Head,9,4,0,2.75,48.0,3.11,49%,0.41,100%,66%,0.8
Patrik White,9,2,0,9.77,49.0,6.28,60%,0.0,0%,50%,0.0
Aaron Wetherspoon,9,5,0,2.27,32.0,4.33,45%,0.0,0%,77%,0.0
Marcel Fortuna,9,3,0,3.83,46.0,4.52,64%,0.45,8%,75%,0.5
Brianna Fortino,9,3,0,3.53,41.0,3.23,57%,2.5,45%,66%,0.0
Daniel Frunza,9,4,0,3.25,38.0,4.32,50%,0.0,0%,50%,0.0
Sarah Frota,9,2,0,4.52,52.0,2.57,55%,0.0,0%,53%,0.0
Kevin Christian,9,3,0,1.64,56.0,2.65,44%,0.0,0%,50%,2.3
Marion Reneau,9,8,1,3.2,41.0,3.52,59%,0.62,63%,50%,0.8
Ren Yawei,9,4,0,4.67,64.0,5.32,36%,0.0,0%,66%,1.4
Danilo Suzart,9,2,0,4.09,55.0,11.73,51%,0.0,0%,0%,0.0
Arlene Blencowe,9,6,0,2.31,43.0,2.1,43%,0.0,0%,55%,0.6
Josh Smith,9,8,0,0.73,28.0,1.4,54%,0.0,0%,57%,2.0
Ryan Hall,9,2,0,2.38,50.0,1.33,65%,0.22,9%,0%,2.2
Bassil Hafez,9,4,1,3.71,38.0,5.68,41%,2.21,24%,50%,0.0
Chad Hanekom,9,3,0,0.73,47.0,1.47,33%,0.0,0%,71%,1.0
Jeremy Hamilton,9,2,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
Yohan Lainesse,9,3,0,2.22,41.0,3.38,58%,0.94,28%,72%,0.5
Jose Quinonez,9,5,0,3.6,45.0,3.0,64%,2.7,47%,42%,0.6
Michael Oliveira,9,0,0,8.4,51.0,3.36,66%,0.0,0%,100%,0.0
Igor Cavalcanti,9,1,0,3.33,42.0,3.6,48%,1.0,50%,66%,0.0
Sheila Gaff,9,7,0,1.6,50.0,2.89,28%,0.0,0%,20%,0.0
Ricardo Funch,9,6,0,2.61,65.0,3.57,40%,1.24,18%,60%,0.0
Katsuhisa Fujii,9,18,1,4.0,50.0,4.43,64%,2.14,25%,50%,2.1
Joe Lowry,9,2,0,3.97,34.0,4.25,63%,0.0,0%,0%,0.0
William Macario,9,3,0,4.92,54.0,3.96,65%,1.85,45%,78%,0.0
Stephen Regman,9,4,0,1.41,60.0,4.93,23%,3.52,100%,0%,0.0
Ailiya Muratbek,9,2,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0
